---------------------------------------------------
                  Tie Point Pixel Residuals        
===================================================
PointId    Av.      Dev.        Nb.Obs.     State  
575          40.84    25.11     ( 6/ 6)      Used -
576          59.44    41.58     ( 6/ 6)      Used -
577          41.50    25.39     ( 6/ 6)      Used -
578          46.23    29.41     ( 6/ 6)      Used -
579          38.99    21.25     ( 6/ 6)      Used -
580          56.31    23.03     ( 6/ 6)      Used -
581          80.38    43.43     ( 6/ 6)      Used -
582          36.48    23.26     ( 6/ 6)      Used -
583         840.99   500.01     ( 6/ 6)      Used -
584         414.20   799.64     ( 6/ 6)      Used -
585          67.92    43.86     ( 6/ 6)      Used -
586          72.84    57.61     ( 6/ 6)      Used -
587          44.67    26.18     ( 6/ 6)      Used -
588         916.75  1275.47     ( 6/ 6)      Used -
589          68.53    26.44     ( 6/ 6)      Used -
590          39.57    23.84     ( 6/ 6)      Used -
591          13.49     9.02     ( 6/ 6)      Used -
592          56.90    38.52     ( 6/ 6)      Used -
593          37.71    20.88     ( 6/ 6)      Used -
594         644.19  1317.04     ( 6/ 6)      Used -
595         680.49   895.46     ( 6/ 6)      Used -
596         453.87   997.96     ( 6/ 6)      Used -
597         299.73   405.99     ( 6/ 6)      Used -
598          40.04    22.89     ( 6/ 6)      Used -
599          72.34    56.34     ( 6/ 6)      Used -
600          56.54    34.05     ( 6/ 6)      Used -
601         393.91   831.58     ( 6/ 6)      Used -
602         887.44   242.53     ( 6/ 6)      Used -
603          46.93    33.56     ( 6/ 6)      Used -
604          66.93    56.44     ( 6/ 6)      Used -
605          93.86    28.67     ( 6/ 6)      Used -
606          65.45    29.13     ( 6/ 6)      Used -
607          63.65    41.71     ( 6/ 6)      Used -
608          36.47    22.96     ( 6/ 6)      Used -
609          32.32    21.34     ( 6/ 6)      Used -
610         626.68   800.52     ( 6/ 6)      Used -
611         459.07   995.67     ( 6/ 6)      Used -
612          59.15    36.18     ( 6/ 6)      Used -
613          77.27    55.53     ( 6/ 6)      Used -
614          69.51    42.53     ( 6/ 6)      Used -
615          33.91    21.69     ( 6/ 6)      Used -
616          60.25    43.70     ( 6/ 6)      Used -
617          18.14    12.86     ( 6/ 6)      Used -
618          48.83    22.72     ( 6/ 6)      Used -
619        1033.32  1387.04     ( 6/ 6)      Used -
620         197.76   336.24     ( 6/ 6)      Used -
621          53.11    33.03     ( 6/ 6)      Used -
622          78.93    59.82     ( 6/ 6)      Used -
623        1561.06   777.14     ( 6/ 6)      Used -
624          76.98    56.32     ( 6/ 6)      Used -
625         276.36   503.76     ( 6/ 6)      Used -
626          26.60    27.30     ( 6/ 6)      Used -
627          41.60    24.16     ( 6/ 6)      Used -
628         778.33   504.11     ( 6/ 6)      Used -
629          44.93    25.67     ( 6/ 6)      Used -
630         768.63  1492.33     ( 6/ 6)      Used -
631         715.82   731.48     ( 6/ 6)      Used -
632        1060.30  1288.96     ( 6/ 6)      Used -
633          65.99    39.99     ( 6/ 6)      Used -
634         177.99   291.38     ( 6/ 6)      Used -
635          31.52    17.04     ( 6/ 6)      Used -
636          40.10    44.27     ( 6/ 6)      Used -
637          68.18    43.47     ( 6/ 6)      Used -
638          63.32    46.27     ( 6/ 6)      Used -
639          85.28    40.31     ( 6/ 6)      Used -
640          67.09    33.34     ( 6/ 6)      Used -
641         882.37   555.32     ( 6/ 6)      Used -
642          67.46    53.03     ( 6/ 6)      Used -
643        1101.65   306.76     ( 6/ 6)      Used -
644          77.25    67.54     ( 6/ 6)      Used -
645          68.05    44.09     ( 6/ 6)      Used -
646         469.00   930.14     ( 6/ 6)      Used -
647         371.42   643.10     ( 6/ 6)      Used -
648          65.43    62.24     ( 6/ 6)      Used -
649          45.91    24.22     ( 6/ 6)      Used -
650          60.05    26.58     ( 6/ 6)      Used -
651          47.30    27.09     ( 6/ 6)      Used -
652          79.86    61.88     ( 6/ 6)      Used -
653         958.96   647.07     ( 6/ 6)      Used -
654        1037.41   767.72     ( 6/ 6)      Used -
655         905.00   524.91     ( 6/ 6)      Used -
656          68.03    39.92     ( 6/ 6)      Used -
657          69.57    41.22     ( 6/ 6)      Used -
658          68.35    16.73     ( 6/ 6)      Used -
659          88.18    20.98     ( 6/ 6)      Used -
660         596.25  1206.59     ( 6/ 6)      Used -
661         465.93   270.21     ( 6/ 6)      Used -
662          79.58    53.21     ( 6/ 6)      Used -
663          78.06    35.10     ( 6/ 6)      Used -
664          46.91    10.43     ( 6/ 6)      Used -
665         336.10   712.40     ( 6/ 6)      Used -
666         499.63   401.60     ( 6/ 6)      Used -
667        1208.27  1189.58     ( 6/ 6)      Used -
668          14.88     9.09     ( 6/ 6)      Used -
669         596.86  1299.67     ( 6/ 6)      Used -
670          93.13    50.21     ( 6/ 6)      Used -
671          76.56    35.80     ( 6/ 6)      Used -
672          73.01    54.56     ( 6/ 6)      Used -
673         311.15   565.26     ( 6/ 6)      Used -
674          58.44    32.35     ( 6/ 6)      Used -
675        1051.23   604.18     ( 6/ 6)      Used -
676          79.90    46.28     ( 6/ 6)      Used -
677          99.30    30.75     ( 6/ 6)      Used -
678          73.22    21.80     ( 6/ 6)      Used -
679          85.37    26.50     ( 6/ 6)      Used -
680          83.67    18.13     ( 6/ 6)      Used -
681          59.53    33.28     ( 6/ 6)      Used -
682          63.30    30.17     ( 6/ 6)      Used -
683          37.05    14.37     ( 6/ 6)      Used -
684         681.11   945.71     ( 6/ 6)      Used -
685          55.36    27.93     ( 6/ 6)      Used -
686          61.53    40.22     ( 6/ 6)      Used -
687         404.28   236.78     ( 6/ 6)      Used -
688          77.08    60.79     ( 6/ 6)      Used -
689         230.78   426.80     ( 6/ 6)      Used -
690         336.30   641.04     ( 6/ 6)      Used -
691          23.44    10.80     ( 6/ 6)      Used -
692         878.63  1291.31     ( 6/ 6)      Used -
693         309.13   543.10     ( 6/ 6)      Used -
694         234.06   412.26     ( 6/ 6)      Used -
695          45.41    10.82     ( 6/ 6)      Used -
696          83.29    39.25     ( 6/ 6)      Used -
697          90.77    26.27     ( 6/ 6)      Used -
698          53.61    33.30     ( 6/ 6)      Used -
699          72.84    36.05     ( 6/ 6)      Used -
700          64.13    40.29     ( 6/ 6)      Used -
701          81.56    60.00     ( 6/ 6)      Used -
702          58.67    23.47     ( 6/ 6)      Used -
703          47.10    27.74     ( 6/ 6)      Used -
704         112.04    65.85     ( 6/ 6)      Used -
705        1634.70  1033.34     ( 6/ 6)      Used -
706          19.01    11.96     ( 6/ 6)      Used -
707          69.69    30.54     ( 6/ 6)      Used -
708         670.63  1377.95     ( 6/ 6)      Used -
709         543.51  1180.17     ( 6/ 6)      Used -
710          35.47    22.52     ( 6/ 6)      Used -
711          95.32    62.13     ( 6/ 6)      Used -
712          39.66    20.06     ( 6/ 6)      Used -
713          70.23    36.12     ( 5/ 5)      Used -
714          62.36    28.61     ( 5/ 5)      Used -
715          67.05    41.86     ( 5/ 5)      Used -
716          70.44    41.95     ( 5/ 5)      Used -
717         349.86   570.53     ( 5/ 5)      Used -
718         735.89   307.99     ( 5/ 5)      Used -
719          78.97    42.24     ( 5/ 5)      Used -
720          46.31    29.45     ( 5/ 5)      Used -
721          55.46    39.82     ( 5/ 5)      Used -
722          53.33    33.27     ( 5/ 5)      Used -
723          84.60    48.50     ( 5/ 5)      Used -
724         645.11  1096.44     ( 5/ 5)      Used -
725         469.35   381.28     ( 5/ 5)      Used -
726         597.12   657.68     ( 5/ 5)      Used -
727          13.74    10.12     ( 5/ 5)      Used -
728          10.68     6.27     ( 5/ 5)      Used -
729          17.60    10.82     ( 5/ 5)      Used -
730          17.33    11.03     ( 5/ 5)      Used -
731          28.22    19.37     ( 5/ 5)      Used -
732         734.51   510.13     ( 5/ 5)      Used -
733         317.88   556.64     ( 5/ 5)      Used -
734          46.20    28.55     ( 5/ 5)      Used -
735         139.49   178.10     ( 5/ 5)      Used -
736          64.61    30.97     ( 5/ 5)      Used -
737          54.10    38.78     ( 5/ 5)      Used -
738          48.93    29.01     ( 5/ 5)      Used -
739          37.34    21.11     ( 5/ 5)      Used -
740         752.70   443.32     ( 5/ 5)      Used -
741          41.17    24.30     ( 5/ 5)      Used -
742          38.30    26.14     ( 5/ 5)      Used -
743          32.62    21.40     ( 5/ 5)      Used -
744         837.21   779.94     ( 5/ 5)      Used -
745          33.31    21.02     ( 5/ 5)      Used -
746          39.66    27.88     ( 5/ 5)      Used -
747          28.83    22.04     ( 5/ 5)      Used -
748          55.05    42.77     ( 5/ 5)      Used -
749          35.27    20.02     ( 5/ 5)      Used -
750          40.41    24.17     ( 5/ 5)      Used -
751          30.54    17.62     ( 5/ 5)      Used -
752          36.69    23.68     ( 5/ 5)      Used -
753          12.67     7.17     ( 5/ 5)      Used -
754          44.47    27.85     ( 5/ 5)      Used -
755          41.11    33.17     ( 5/ 5)      Used -
756          51.72    42.53     ( 5/ 5)      Used -
757          39.91    28.23     ( 5/ 5)      Used -
758          82.22    63.53     ( 5/ 5)      Used -
759          50.15    16.67     ( 5/ 5)      Used -
760          54.74    41.05     ( 5/ 5)      Used -
761          42.10    26.90     ( 5/ 5)      Used -
762          82.85    45.47     ( 5/ 5)      Used -
763          71.76    36.89     ( 5/ 5)      Used -
764          89.05    36.45     ( 5/ 5)      Used -
765          68.50    14.91     ( 5/ 5)      Used -
766         738.93   505.33     ( 5/ 5)      Used -
767        1223.17  1147.92     ( 5/ 5)      Used -
768         975.28   736.81     ( 5/ 5)      Used -
769         559.66  1033.61     ( 5/ 5)      Used -
770          47.93    29.90     ( 5/ 5)      Used -
771         524.22   508.36     ( 5/ 5)      Used -
772         484.98   837.49     ( 5/ 5)      Used -
773         494.48   901.79     ( 5/ 5)      Used -
774          12.69    10.59     ( 5/ 5)      Used -
775          15.70    10.35     ( 5/ 5)      Used -
776          26.79    15.77     ( 5/ 5)      Used -
777          32.67    22.08     ( 5/ 5)      Used -
778         789.84   404.44     ( 5/ 5)      Used -
779          55.45    54.23     ( 5/ 5)      Used -
780         916.35   696.77     ( 5/ 5)      Used -
781        1312.50   911.40     ( 5/ 5)      Used -
782         550.12   954.81     ( 5/ 5)      Used -
783         359.64   235.43     ( 5/ 5)      Used -
784         237.30   211.30     ( 5/ 5)      Used -
785          43.52    26.49     ( 5/ 5)      Used -
786          55.47    37.29     ( 5/ 5)      Used -
787          78.99    50.00     ( 5/ 5)      Used -
788          43.58    30.60     ( 5/ 5)      Used -
789          33.21    20.46     ( 5/ 5)      Used -
790          60.78    33.35     ( 5/ 5)      Used -
791        1111.87  1136.55     ( 5/ 5)      Used -
792          33.21    21.10     ( 5/ 5)      Used -
793          48.01    44.40     ( 5/ 5)      Used -
794         197.32   183.80     ( 5/ 5)      Used -
795          97.93    56.42     ( 5/ 5)      Used -
796          80.38    22.88     ( 5/ 5)      Used -
797          99.73    84.90     ( 5/ 5)      Used -
798          72.39    57.64     ( 5/ 5)      Used -
799         744.81   542.84     ( 5/ 5)      Used -
800         757.41   849.96     ( 5/ 5)      Used -
801          60.35    20.01     ( 5/ 5)      Used -
802          28.43    18.82     ( 5/ 5)      Used -
803          15.34    15.88     ( 5/ 5)      Used -
804        1516.16  1245.43     ( 5/ 5)      Used -
805          32.01    19.16     ( 5/ 5)      Used -
806         861.89   816.17     ( 5/ 5)      Used -
807          52.42    30.20     ( 5/ 5)      Used -
808          43.65    30.09     ( 5/ 5)      Used -
809          98.81    39.52     ( 5/ 5)      Used -
810         776.56   656.45     ( 5/ 5)      Used -
811          44.68    14.54     ( 5/ 5)      Used -
812          82.66    45.35     ( 5/ 5)      Used -
813          89.22    49.66     ( 5/ 5)      Used -
814          44.34    25.75     ( 5/ 5)      Used -
815          57.21    34.73     ( 5/ 5)      Used -
816          86.40    37.72     ( 5/ 5)      Used -
817          76.58    27.54     ( 5/ 5)      Used -
818          85.11    65.22     ( 5/ 5)      Used -
819          84.76    32.15     ( 5/ 5)      Used -
820          64.20    17.41     ( 5/ 5)      Used -
821         108.50    61.82     ( 5/ 5)      Used -
822          84.11    46.19     ( 5/ 5)      Used -
823          87.25    41.59     ( 5/ 5)      Used -
824          83.37    24.05     ( 5/ 5)      Used -
825          76.25    41.76     ( 5/ 5)      Used -
826        1127.50   810.21     ( 5/ 5)      Used -
827         894.26   917.58     ( 5/ 5)      Used -
828        1172.89  1019.33     ( 5/ 5)      Used -
829          74.35    40.84     ( 5/ 5)      Used -
830         217.33   159.25     ( 5/ 5)      Used -
831          44.80    22.05     ( 5/ 5)      Used -
832          58.48    41.29     ( 5/ 5)      Used -
833          85.05    28.58     ( 5/ 5)      Used -
834         695.15   525.36     ( 5/ 5)      Used -
835        1157.40  1106.38     ( 5/ 5)      Used -
836        1217.40  1361.09     ( 5/ 5)      Used -
837          29.74    15.92     ( 5/ 5)      Used -
838          55.74    13.15     ( 5/ 5)      Used -
839          68.62    35.42     ( 5/ 5)      Used -
840          55.14    20.71     ( 5/ 5)      Used -
841         416.90   744.97     ( 5/ 5)      Used -
842         603.78   490.94     ( 5/ 5)      Used -
843         367.46   365.37     ( 5/ 5)      Used -
844         293.83   445.60     ( 5/ 5)      Used -
845          49.55    33.27     ( 5/ 5)      Used -
846          50.45    33.02     ( 5/ 5)      Used -
847          78.07    23.53     ( 5/ 5)      Used -
848          52.90    38.59     ( 5/ 5)      Used -
849          37.94    23.24     ( 5/ 5)      Used -
850          37.76    24.96     ( 5/ 5)      Used -
851        1167.49  1358.85     ( 5/ 5)      Used -
852          31.97    20.27     ( 5/ 5)      Used -
853        1064.97   611.69     ( 5/ 5)      Used -
854        1521.46  1461.33     ( 5/ 5)      Used -
855          53.28    38.59     ( 5/ 5)      Used -
856          27.19    19.75     ( 5/ 5)      Used -
857          20.60    13.68     ( 5/ 5)      Used -
858          33.34    11.49     ( 5/ 5)      Used -
859         655.90   775.56     ( 5/ 5)      Used -
860          83.66    46.20     ( 5/ 5)      Used -
861          52.22    26.27     ( 5/ 5)      Used -
862          32.58    24.58     ( 5/ 5)      Used -
863         140.10   193.11     ( 5/ 5)      Used -
864          96.91    42.77     ( 5/ 5)      Used -
865          75.56    39.66     ( 5/ 5)      Used -
866          56.65    41.23     ( 5/ 5)      Used -
867         234.58   159.46     ( 5/ 5)      Used -
868          35.27    12.50     ( 5/ 5)      Used -
869         112.48   126.70     ( 5/ 5)      Used -
870         771.47   678.39     ( 5/ 5)      Used -
871         267.94   459.79     ( 5/ 5)      Used -
872          33.32    22.61     ( 5/ 5)      Used -
873          64.05    40.40     ( 5/ 5)      Used -
874          69.62    18.72     ( 5/ 5)      Used -
875         268.50   460.22     ( 5/ 5)      Used -
876          71.68    40.17     ( 5/ 5)      Used -
877          84.38    26.80     ( 5/ 5)      Used -
878          52.46    38.85     ( 5/ 5)      Used -
879          27.09    17.71     ( 5/ 5)      Used -
880          26.04    29.12     ( 5/ 5)      Used -
881          37.11    25.75     ( 5/ 5)      Used -
882          32.94    21.67     ( 5/ 5)      Used -
883          83.54    46.01     ( 5/ 5)      Used -
884          95.53    21.60     ( 5/ 5)      Used -
885         113.63    91.36     ( 5/ 5)      Used -
886          30.96    18.68     ( 5/ 5)      Used -
887          69.41    22.24     ( 5/ 5)      Used -
888          49.55    40.37     ( 5/ 5)      Used -
889          41.02    30.87     ( 5/ 5)      Used -
890          66.28    40.01     ( 5/ 5)      Used -
891          36.45    27.60     ( 5/ 5)      Used -
892          61.68    53.04     ( 5/ 5)      Used -
893          83.57    45.73     ( 5/ 5)      Used -
894          73.47    35.89     ( 5/ 5)      Used -
895          77.80    45.90     ( 5/ 5)      Used -
896          71.95    17.30     ( 5/ 5)      Used -
897          65.18    38.11     ( 5/ 5)      Used -
898         132.29   159.35     ( 5/ 5)      Used -
899         804.56   619.35     ( 5/ 5)      Used -
900         440.06   743.99     ( 5/ 5)      Used -
901         987.40   814.30     ( 5/ 5)      Used -
902          73.26    39.41     ( 5/ 5)      Used -
903          48.39    33.40     ( 5/ 5)      Used -
904          61.39    52.05     ( 5/ 5)      Used -
905         118.86    34.26     ( 5/ 5)      Used -
906          80.12    47.40     ( 5/ 5)      Used -
907           9.74     6.03     ( 5/ 5)      Used -
908          20.99    14.30     ( 5/ 5)      Used -
909          47.57    29.09     ( 5/ 5)      Used -
910          44.78    32.41     ( 5/ 5)      Used -
911          50.53    13.63     ( 5/ 5)      Used -
912          57.71    37.12     ( 5/ 5)      Used -
913          81.17    39.18     ( 5/ 5)      Used -
914          49.13    25.45     ( 5/ 5)      Used -
915          60.59    45.27     ( 5/ 5)      Used -
916          40.83    22.99     ( 5/ 5)      Used -
917          77.02    71.00     ( 5/ 5)      Used -
918          76.20    43.05     ( 5/ 5)      Used -
919          39.88    26.14     ( 5/ 5)      Used -
920          20.01    27.07     ( 5/ 5)      Used -
921        1469.21  1384.98     ( 5/ 5)      Used -
922          64.32    51.41     ( 5/ 5)      Used -
923          42.80    28.86     ( 5/ 5)      Used -
924          33.39    18.09     ( 5/ 5)      Used -
925          88.00    33.76     ( 5/ 5)      Used -
926        1078.78   442.48     ( 5/ 5)      Used -
927        1062.74  1277.97     ( 5/ 5)      Used -
928          47.39    23.98     ( 5/ 5)      Used -
929        1539.13  1368.85     ( 5/ 5)      Used -
930        1601.55   439.63     ( 5/ 5)      Used -
931          42.20    29.77     ( 5/ 5)      Used -
932          66.48    54.27     ( 5/ 5)      Used -
933          51.17    39.47     ( 5/ 5)      Used -
934          20.06    16.99     ( 5/ 5)      Used -
935         182.73   141.19     ( 5/ 5)      Used -
936          86.05    60.25     ( 5/ 5)      Used -
937          77.77    43.16     ( 5/ 5)      Used -
938         236.91   277.26     ( 5/ 5)      Used -
939         358.02   632.80     ( 5/ 5)      Used -
940          76.72    44.39     ( 5/ 5)      Used -
941         185.66   145.82     ( 5/ 5)      Used -
942          36.85    26.68     ( 5/ 5)      Used -
943          33.08    21.67     ( 5/ 5)      Used -
944          60.25    33.03     ( 5/ 5)      Used -
945          19.00    22.17     ( 5/ 5)      Used -
946          15.52    18.18     ( 5/ 5)      Used -
947         340.16   536.42     ( 5/ 5)      Used -
948         381.82   578.48     ( 5/ 5)      Used -
949          78.73    42.40     ( 5/ 5)      Used -
950        1453.16  1349.23     ( 5/ 5)      Used -
951          29.88    22.66     ( 5/ 5)      Used -
952         892.42  1051.62     ( 5/ 5)      Used -
953        1366.32   629.80     ( 5/ 5)      Used -
954          42.52    25.99     ( 5/ 5)      Used -
955          81.76    23.87     ( 5/ 5)      Used -
956         861.24  1037.41     ( 5/ 5)      Used -
957         940.61   688.33     ( 5/ 5)      Used -
958          21.98    10.87     ( 4/ 4)      Used -
959          53.50    15.38     ( 4/ 4)      Used -
960          53.13    14.43     ( 4/ 4)      Used -
961          47.83     6.53     ( 4/ 4)      Used -
962          53.46    14.98     ( 4/ 4)      Used -
963          74.53    53.83     ( 4/ 4)      Used -
964          55.50     7.69     ( 4/ 4)      Used -
965          79.98    51.27     ( 4/ 4)      Used -
966          58.07    40.86     ( 4/ 4)      Used -
967          53.14    39.52     ( 4/ 4)      Used -
968          49.06    38.32     ( 4/ 4)      Used -
969          54.21    34.86     ( 4/ 4)      Used -
970          64.58    43.72     ( 4/ 4)      Used -
971         759.63  1228.53     ( 4/ 4)      Used -
972         731.03   802.58     ( 4/ 4)      Used -
973         161.95   223.46     ( 4/ 4)      Used -
974         786.02   676.53     ( 4/ 4)      Used -
975         208.83   276.80     ( 4/ 4)      Used -
976        1091.08   319.53     ( 4/ 4)      Used -
977          59.18    33.96     ( 4/ 4)      Used -
978          54.37    36.46     ( 4/ 4)      Used -
979          80.20    52.59     ( 4/ 4)      Used -
980          71.62    47.67     ( 4/ 4)      Used -
981          58.84    29.49     ( 4/ 4)      Used -
982          38.24    21.88     ( 4/ 4)      Used -
983          77.43    21.46     ( 4/ 4)      Used -
984          44.64    30.24     ( 4/ 4)      Used -
985          56.46    44.87     ( 4/ 4)      Used -
986          79.08    19.16     ( 4/ 4)      Used -
987         486.48   581.07     ( 4/ 4)      Used -
988         671.04   570.85     ( 4/ 4)      Used -
989         253.75   283.46     ( 4/ 4)      Used -
990           6.36     3.70     ( 4/ 4)      Used -
991          22.37    18.29     ( 4/ 4)      Used -
992          24.76    19.90     ( 4/ 4)      Used -
993          36.01    18.79     ( 4/ 4)      Used -
994          33.63     8.60     ( 4/ 4)      Used -
995          23.12    18.68     ( 4/ 4)      Used -
996          19.71     9.73     ( 4/ 4)      Used -
997          26.71    15.29     ( 4/ 4)      Used -
998          27.69    18.96     ( 4/ 4)      Used -
999          27.59    16.38     ( 4/ 4)      Used -
1000         23.20    18.95     ( 4/ 4)      Used -
1001       1053.73   456.56     ( 4/ 4)      Used -
1002         40.07    12.41     ( 4/ 4)      Used -
1003         42.35    15.46     ( 4/ 4)      Used -
1004         30.44    22.85     ( 4/ 4)      Used -
1005         50.19    28.60     ( 4/ 4)      Used -
1006       1034.26  1742.26     ( 4/ 4)      Used -
1007        991.43   718.79     ( 4/ 4)      Used -
1008       1561.27   698.21     ( 4/ 4)      Used -
1009        240.84   355.55     ( 4/ 4)      Used -
1010         28.92    17.64     ( 4/ 4)      Used -
1011        998.41  1418.43     ( 4/ 4)      Used -
1012         69.91    21.92     ( 4/ 4)      Used -
1013         33.26    17.45     ( 4/ 4)      Used -
1014         30.94    15.47     ( 4/ 4)      Used -
1015         29.38    16.54     ( 4/ 4)      Used -
1016         26.61    12.82     ( 4/ 4)      Used -
1017         19.22    10.28     ( 4/ 4)      Used -
1018         27.91    12.01     ( 4/ 4)      Used -
1019         20.37    14.55     ( 4/ 4)      Used -
1020        680.51   266.27     ( 4/ 4)      Used -
1021         20.37    10.62     ( 4/ 4)      Used -
1022         27.24    16.35     ( 4/ 4)      Used -
1023        814.93  1164.48     ( 4/ 4)      Used -
1024         28.35    14.83     ( 4/ 4)      Used -
1025         27.06    16.33     ( 4/ 4)      Used -
1026         19.38     9.64     ( 4/ 4)      Used -
1027         27.48    17.06     ( 4/ 4)      Used -
1028         47.12    22.89     ( 4/ 4)      Used -
1029         29.01    15.60     ( 4/ 4)      Used -
1030         31.37    15.26     ( 4/ 4)      Used -
1031         46.53    31.66     ( 4/ 4)      Used -
1032         60.70    18.41     ( 4/ 4)      Used -
1033         77.00    57.24     ( 4/ 4)      Used -
1034         58.43    46.71     ( 4/ 4)      Used -
1035         32.25    16.37     ( 4/ 4)      Used -
1036         42.31    23.92     ( 4/ 4)      Used -
1037         52.19    40.04     ( 4/ 4)      Used -
1038        249.09   367.21     ( 4/ 4)      Used -
1039       1129.06   865.02     ( 4/ 4)      Used -
1040       1224.44   391.05     ( 4/ 4)      Used -
1041       1401.21  1227.54     ( 4/ 4)      Used -
1042         46.05    27.10     ( 4/ 4)      Used -
1043         46.25     7.79     ( 4/ 4)      Used -
1044         27.44    24.14     ( 4/ 4)      Used -
1045        581.70   484.52     ( 4/ 4)      Used -
1046         22.79    18.40     ( 4/ 4)      Used -
1047         24.10    14.11     ( 4/ 4)      Used -
1048          6.70     4.08     ( 4/ 4)      Used -
1049        401.30   527.85     ( 4/ 4)      Used -
1050        354.82   385.75     ( 4/ 4)      Used -
1051        391.82   445.22     ( 4/ 4)      Used -
1052        718.33  1004.34     ( 4/ 4)      Used -
1053        756.40  1167.24     ( 4/ 4)      Used -
1054         63.17    30.14     ( 4/ 4)      Used -
1055         76.86    56.51     ( 4/ 4)      Used -
1056         40.18    19.09     ( 4/ 4)      Used -
1057         43.81    20.85     ( 4/ 4)      Used -
1058         39.09    20.03     ( 4/ 4)      Used -
1059         93.38    82.48     ( 4/ 4)      Used -
1060         34.25    21.69     ( 4/ 4)      Used -
1061         32.82    22.21     ( 4/ 4)      Used -
1062        434.59   629.68     ( 4/ 4)      Used -
1063        176.61   252.97     ( 4/ 4)      Used -
1064       1016.27   811.12     ( 4/ 4)      Used -
1065        719.10  1168.72     ( 4/ 4)      Used -
1066       1513.10  1347.56     ( 4/ 4)      Used -
1067         48.18    23.84     ( 4/ 4)      Used -
1068         60.23    18.81     ( 4/ 4)      Used -
1069         58.95    46.01     ( 4/ 4)      Used -
1070         80.98    52.34     ( 4/ 4)      Used -
1071         46.16     4.31     ( 4/ 4)      Used -
1072         44.87     2.22     ( 4/ 4)      Used -
1073         48.52     8.22     ( 4/ 4)      Used -
1074         28.40    11.73     ( 4/ 4)      Used -
1075         32.81    20.10     ( 4/ 4)      Used -
1076        109.79    30.82     ( 4/ 4)      Used -
1077        801.72  1296.34     ( 4/ 4)      Used -
1078         12.78     8.62     ( 4/ 4)      Used -
1079         83.68    75.45     ( 4/ 4)      Used -
1080         37.93    19.47     ( 4/ 4)      Used -
1081         48.95     8.98     ( 4/ 4)      Used -
1082         82.15    54.93     ( 4/ 4)      Used -
1083         50.76    11.77     ( 4/ 4)      Used -
1084        132.78    78.35     ( 4/ 4)      Used -
1085        162.38   109.55     ( 4/ 4)      Used -
1086         47.25    31.20     ( 4/ 4)      Used -
1087         78.29    49.89     ( 4/ 4)      Used -
1088         27.53    15.73     ( 4/ 4)      Used -
1089         60.61    19.42     ( 4/ 4)      Used -
1090         70.81    48.38     ( 4/ 4)      Used -
1091         92.87    72.94     ( 4/ 4)      Used -
1092         78.44    51.53     ( 4/ 4)      Used -
1093         34.20    20.49     ( 4/ 4)      Used -
1094        123.30   112.58     ( 4/ 4)      Used -
1095         24.82    15.71     ( 4/ 4)      Used -
1096         19.74    12.58     ( 4/ 4)      Used -
1097         11.63     7.40     ( 4/ 4)      Used -
1098         23.56    12.41     ( 4/ 4)      Used -
1099         32.43    18.40     ( 4/ 4)      Used -
1100         56.22    43.45     ( 4/ 4)      Used -
1101         74.02    35.68     ( 4/ 4)      Used -
1102         10.36     6.29     ( 4/ 4)      Used -
1103         43.52    23.17     ( 4/ 4)      Used -
1104         31.40    21.20     ( 4/ 4)      Used -
1105        687.26  1144.15     ( 4/ 4)      Used -
1106         59.56    17.89     ( 4/ 4)      Used -
1107         50.12    28.82     ( 4/ 4)      Used -
1108        312.84   325.60     ( 4/ 4)      Used -
1109         27.24     8.50     ( 4/ 4)      Used -
1110        229.99   142.00     ( 4/ 4)      Used -
1111         49.43    10.20     ( 4/ 4)      Used -
1112         79.65    52.10     ( 4/ 4)      Used -
1113         52.29    37.82     ( 4/ 4)      Used -
1114         61.03    15.57     ( 4/ 4)      Used -
1115         64.29    36.84     ( 4/ 4)      Used -
1116         52.66    38.19     ( 4/ 4)      Used -
1117         62.66    35.37     ( 4/ 4)      Used -
1118       1009.35  1685.66     ( 4/ 4)      Used -
1119        777.02  1259.02     ( 4/ 4)      Used -
1120         44.60    30.52     ( 4/ 4)      Used -
1121        360.93   232.42     ( 4/ 4)      Used -
1122         51.79    36.09     ( 4/ 4)      Used -
1123         41.01    14.84     ( 4/ 4)      Used -
1124         36.88    22.92     ( 4/ 4)      Used -
1125         63.82    38.77     ( 4/ 4)      Used -
1126         39.99    17.67     ( 4/ 4)      Used -
1127         36.35    16.93     ( 4/ 4)      Used -
1128         37.76    26.79     ( 4/ 4)      Used -
1129        754.24  1062.97     ( 4/ 4)      Used -
1130        281.57   217.67     ( 4/ 4)      Used -
1131        402.43   520.14     ( 4/ 4)      Used -
1132        371.05   519.67     ( 4/ 4)      Used -
1133        594.25   880.29     ( 4/ 4)      Used -
1134         13.09    11.78     ( 4/ 4)      Used -
1135         19.05    14.02     ( 4/ 4)      Used -
1136         15.88     6.58     ( 4/ 4)      Used -
1137         17.22    10.90     ( 4/ 4)      Used -
1138         22.67     9.98     ( 4/ 4)      Used -
1139         21.03    13.82     ( 4/ 4)      Used -
1140         57.48    17.52     ( 4/ 4)      Used -
1141        649.79   360.83     ( 4/ 4)      Used -
1142         55.85    18.93     ( 4/ 4)      Used -
1143        583.79   961.76     ( 4/ 4)      Used -
1144        195.77   257.82     ( 4/ 4)      Used -
1145         39.52    19.22     ( 4/ 4)      Used -
