-----------------------------------------------------
                   Tie Point Pixel Residuals         
=====================================================
PointId    Av.     Dev.       Nb.Obs.         State  
581          0.47    0.26     ( 6/ 6)          Used  
582          0.34    0.26     ( 6/ 6)          Used  
583          0.83    0.63     ( 5/ 6)          Used  
584          8.39    8.18     ( 5/ 6)          Used -
585          0.42    0.27     ( 6/ 6)          Used  
586          0.53    0.15     ( 6/ 6)          Used  
587          0.39    0.25     ( 6/ 6)          Used  
588          0.94    0.51     ( 5/ 6)          Used  
589          0.44    0.36     ( 6/ 6)          Used  
590          0.33    0.13     ( 6/ 6)          Used  
591          0.62    0.33     ( 6/ 6)          Used  
592          0.34    0.19     ( 6/ 6)          Used  
593          0.39    0.15     ( 6/ 6)          Used  
594          0.75    0.82     ( 6/ 6)          Used  
595          7.84    1.38     ( 3/ 6)          Used -
596          0.70    0.38     ( 5/ 6)          Used  
597          0.53    0.16     ( 6/ 6)          Used  
598          0.71    0.54     ( 6/ 6)          Used  
599          9.55    8.96     ( 6/ 6)          Used -
600          1.00    0.99     ( 6/ 6)          Used -
601          0.53    0.42     ( 6/ 6)          Used  
602          4.03    3.11     ( 6/ 6)          Used -
603          0.37    0.15     ( 6/ 6)          Used  
604          0.64    0.24     ( 6/ 6)          Used  
605          0.31    0.23     ( 6/ 6)          Used  
606          0.61    0.59     ( 6/ 6)          Used  
607          2.38    1.92     ( 6/ 6)          Used -
608          1.88    0.96     ( 6/ 6)          Used -
609          0.21    0.10     ( 6/ 6)          Used  
610          0.48    0.31     ( 6/ 6)          Used  
611          0.64    0.50     ( 5/ 6)          Used  
612          0.23    0.15     ( 6/ 6)          Used  
613          0.65    0.25     ( 6/ 6)          Used  
614          1.75    0.96     ( 6/ 6)          Used -
615          2.04    1.25     ( 6/ 6)          Used -
616          1.82    1.47     ( 6/ 6)          Used -
617          0.58    0.18     ( 6/ 6)          Used  
618          0.45    0.16     ( 6/ 6)          Used  
619          0.73    0.59     ( 6/ 6)          Used  
620          0.80    0.56     ( 6/ 6)          Used  
621          0.60    0.31     ( 6/ 6)          Used  
622          0.59    0.32     ( 6/ 6)          Used  
623          1.34    1.10     ( 6/ 6)          Used -
624          0.34    0.21     ( 6/ 6)          Used  
625          0.37    0.23     ( 6/ 6)          Used  
626          0.62    0.30     ( 6/ 6)          Used  
627          0.49    0.29     ( 6/ 6)          Used  
628          1.10    0.54     ( 6/ 6)          Used -
629          0.64    0.69     ( 6/ 6)          Used  
630          0.44    0.13     ( 5/ 6)          Used  
631          0.68    0.34     ( 5/ 6)          Used  
632          0.85    0.71     ( 4/ 6)          Used  
633          0.41    0.26     ( 6/ 6)          Used  
634          0.51    0.25     ( 6/ 6)          Used  
635          0.34    0.16     ( 6/ 6)          Used  
636          0.90    0.51     ( 6/ 6)          Used  
637          2.64    1.55     ( 6/ 6)          Used -
638          0.31    0.13     ( 6/ 6)          Used  
639          0.47    0.21     ( 6/ 6)          Used  
640          0.62    0.49     ( 6/ 6)          Used  
641          0.67    0.38     ( 6/ 6)          Used  
642          0.48    0.26     ( 6/ 6)          Used  
643          0.77    0.45     ( 6/ 6)          Used  
644          0.99    0.32     ( 6/ 6)          Used  
645          1.25    1.35     ( 6/ 6)          Used -
646          0.61    0.41     ( 6/ 6)          Used  
647          0.79    0.64     ( 4/ 6)          Used  
648          0.58    0.25     ( 6/ 6)          Used  
649          1.41    0.76     ( 6/ 6)          Used -
650          0.57    0.35     ( 6/ 6)          Used  
651          0.59    0.24     ( 6/ 6)          Used  
652          2.66    2.49     ( 6/ 6)          Used -
653          0.71    0.47     ( 6/ 6)          Used  
654         33.37   33.25     ( 2/ 6)          Used -
655          0.68    0.54     ( 3/ 6)          Used  
656          2.92    3.21     ( 6/ 6)          Used -
657          0.41    0.18     ( 6/ 6)          Used  
658          0.36    0.26     ( 6/ 6)          Used  
659          0.27    0.19     ( 6/ 6)          Used  
660          0.49    0.18     ( 6/ 6)          Used  
661          1.95    1.31     ( 6/ 6)          Used -
662          0.40    0.14     ( 6/ 6)          Used  
663          0.67    0.48     ( 6/ 6)          Used  
664          0.57    0.25     ( 6/ 6)          Used  
665          0.41    0.23     ( 6/ 6)          Used  
666          0.56    0.26     ( 5/ 6)          Used  
667          1.46    0.68     ( 4/ 6)          Used -
668          0.30    0.14     ( 6/ 6)          Used  
669          0.46    0.40     ( 5/ 6)          Used  
670          5.91    5.43     ( 6/ 6)          Used -
671         45.15   39.87     ( 6/ 6)          Used -
672          1.21    0.93     ( 6/ 6)          Used -
673          0.53    0.25     ( 5/ 6)          Used  
674          1.08    1.09     ( 6/ 6)          Used -
675          0.80    0.69     ( 6/ 6)          Used  
676          0.42    0.24     ( 6/ 6)          Used  
677          0.41    0.47     ( 6/ 6)          Used  
678          0.22    0.13     ( 6/ 6)          Used  
679          0.34    0.29     ( 6/ 6)          Used  
680          0.51    0.16     ( 6/ 6)          Used  
681          1.52    0.92     ( 6/ 6)          Used -
682          0.56    0.27     ( 6/ 6)          Used  
683         14.84   17.99     ( 6/ 6)          Used -
684          0.96    0.46     ( 6/ 6)          Used  
685          0.68    0.56     ( 6/ 6)          Used  
686          0.45    0.22     ( 6/ 6)          Used  
687          0.49    0.26     ( 6/ 6)          Used  
688          4.58    5.09     ( 6/ 6)          Used -
689          0.34    0.18     ( 6/ 6)          Used  
690          0.74    0.37     ( 6/ 6)          Used  
691          0.50    0.39     ( 6/ 6)          Used  
692         19.37   17.14     ( 3/ 6)          Used -
693          1.10    0.62     ( 6/ 6)          Used -
694          0.90    0.34     ( 6/ 6)          Used  
695          0.51    0.67     ( 6/ 6)          Used  
696          0.35    0.09     ( 6/ 6)          Used  
697          0.58    0.29     ( 6/ 6)          Used  
698          0.44    0.23     ( 6/ 6)          Used  
699          0.58    0.40     ( 6/ 6)          Used  
700          0.40    0.27     ( 6/ 6)          Used  
701          0.59    0.17     ( 6/ 6)          Used  
702          0.34    0.14     ( 6/ 6)          Used  
703          0.39    0.28     ( 6/ 6)          Used  
704          0.79    0.64     ( 6/ 6)          Used  
705           n/a     n/a     ( 0/ 6)     Discarded +
706          4.17    6.97     ( 6/ 6)          Used -
707          1.33    1.59     ( 6/ 6)          Used -
708          0.64    0.25     ( 6/ 6)          Used  
709          1.15    0.60     ( 5/ 6)          Used -
710          0.37    0.13     ( 6/ 6)          Used  
711          0.87    1.41     ( 6/ 6)          Used  
712          4.17    3.04     ( 6/ 6)          Used -
713          0.24    0.11     ( 5/ 5)          Used  
714          0.51    0.35     ( 5/ 5)          Used  
715          0.60    0.32     ( 5/ 5)          Used  
716          0.23    0.10     ( 5/ 5)          Used  
717          1.12    0.70     ( 5/ 5)          Used -
718         28.53   20.21     ( 3/ 5)          Used -
719          0.73    0.41     ( 5/ 5)          Used  
720          1.21    1.03     ( 5/ 5)          Used -
721          2.00    2.00     ( 5/ 5)          Used -
722          0.73    0.46     ( 5/ 5)          Used  
723          7.05    6.82     ( 5/ 5)          Used -
724         19.75   23.17     ( 4/ 5)          Used -
725        134.28  135.56     ( 3/ 5)          Used -
726          0.69    0.35     ( 5/ 5)          Used  
727          0.90    0.85     ( 5/ 5)          Used  
728          1.11    0.65     ( 5/ 5)          Used -
729          0.29    0.15     ( 5/ 5)          Used  
730          0.68    0.40     ( 5/ 5)          Used  
731          0.35    0.06     ( 5/ 5)          Used  
732          0.78    0.57     ( 5/ 5)          Used  
733          0.66    0.33     ( 5/ 5)          Used  
734          0.52    0.22     ( 5/ 5)          Used  
735          0.27    0.15     ( 5/ 5)          Used  
736          0.48    0.20     ( 5/ 5)          Used  
737          1.02    0.77     ( 5/ 5)          Used -
738          0.90    0.47     ( 5/ 5)          Used  
739          0.49    0.44     ( 5/ 5)          Used  
740          0.96    0.70     ( 3/ 5)          Used  
741          3.94    6.79     ( 5/ 5)          Used -
742          0.64    0.54     ( 5/ 5)          Used  
743          0.54    0.46     ( 5/ 5)          Used  
744          0.43    0.06     ( 4/ 5)          Used  
745          0.32    0.19     ( 5/ 5)          Used  
746          0.60    0.37     ( 5/ 5)          Used  
747          0.40    0.25     ( 5/ 5)          Used  
748          6.34    5.75     ( 5/ 5)          Used -
749          0.32    0.20     ( 5/ 5)          Used  
750          0.51    0.17     ( 5/ 5)          Used  
751          2.61    1.91     ( 5/ 5)          Used -
752          1.35    0.89     ( 5/ 5)          Used -
753          0.71    0.38     ( 5/ 5)          Used  
754          2.13    1.54     ( 5/ 5)          Used -
755          0.31    0.06     ( 5/ 5)          Used  
756          2.31    1.23     ( 5/ 5)          Used -
757          0.75    0.38     ( 5/ 5)          Used  
758          0.39    0.12     ( 5/ 5)          Used  
759          0.39    0.15     ( 5/ 5)          Used  
760          0.41    0.32     ( 5/ 5)          Used  
761          0.23    0.07     ( 5/ 5)          Used  
762          0.76    0.77     ( 5/ 5)          Used  
763          0.41    0.25     ( 5/ 5)          Used  
764          0.63    0.49     ( 5/ 5)          Used  
765          3.64    5.70     ( 5/ 5)          Used -
766          0.44    0.24     ( 4/ 5)          Used  
767          0.63    0.35     ( 3/ 5)          Used  
768          0.16    0.03     ( 2/ 5)          Used  
769          0.95    0.65     ( 4/ 5)          Used  
770          0.71    0.36     ( 5/ 5)          Used  
771          0.36    0.22     ( 3/ 5)          Used  
772          5.70    7.86     ( 4/ 5)          Used -
773          0.65    0.55     ( 4/ 5)          Used  
774          0.59    0.37     ( 5/ 5)          Used  
775          1.59    1.21     ( 5/ 5)          Used -
776          0.79    0.90     ( 5/ 5)          Used  
777          0.88    0.44     ( 5/ 5)          Used  
778         83.99   83.81     ( 2/ 5)          Used -
779          1.93    2.08     ( 5/ 5)          Used -
780          0.24    0.08     ( 3/ 5)          Used  
781          1.35    0.94     ( 3/ 5)          Used -
782          0.81    0.58     ( 5/ 5)          Used  
783          0.46    0.18     ( 5/ 5)          Used  
784          1.30    0.91     ( 5/ 5)          Used -
785          1.69    1.01     ( 5/ 5)          Used -
786          0.35    0.17     ( 5/ 5)          Used  
787          0.52    0.30     ( 5/ 5)          Used  
788          0.96    0.57     ( 5/ 5)          Used  
789          0.28    0.15     ( 5/ 5)          Used  
790          0.75    0.37     ( 5/ 5)          Used  
791          0.47    0.21     ( 5/ 5)          Used  
792          0.40    0.15     ( 5/ 5)          Used  
793          3.15    1.51     ( 5/ 5)          Used -
794        105.42  103.24     ( 4/ 5)          Used -
795          4.03    6.75     ( 5/ 5)          Used -
796          1.43    1.50     ( 5/ 5)          Used -
797          1.65    2.59     ( 5/ 5)          Used -
798          2.39    2.36     ( 5/ 5)          Used -
799          0.80    0.57     ( 4/ 5)          Used  
800          4.48    2.82     ( 3/ 5)          Used -
801          1.51    0.84     ( 5/ 5)          Used -
802          0.37    0.18     ( 5/ 5)          Used  
803          0.52    0.41     ( 5/ 5)          Used  
804          9.19    7.28     ( 3/ 5)          Used -
805          0.44    0.17     ( 5/ 5)          Used  
806          0.56    0.37     ( 5/ 5)          Used  
807          0.39    0.11     ( 5/ 5)          Used  
808          0.84    0.40     ( 5/ 5)          Used  
809          4.93    5.66     ( 5/ 5)          Used -
810          0.36    0.14     ( 3/ 5)          Used  
811          0.36    0.18     ( 5/ 5)          Used  
812          5.02    4.87     ( 5/ 5)          Used -
813          0.72    0.23     ( 5/ 5)          Used  
814          0.66    0.52     ( 5/ 5)          Used  
815          0.85    0.41     ( 5/ 5)          Used  
816          0.21    0.10     ( 5/ 5)          Used  
817          1.30    0.84     ( 5/ 5)          Used -
818          0.45    0.45     ( 5/ 5)          Used  
819          0.83    1.07     ( 5/ 5)          Used  
820          0.21    0.07     ( 5/ 5)          Used  
821          0.43    0.34     ( 5/ 5)          Used  
822          2.11    0.67     ( 5/ 5)          Used -
823          0.41    0.24     ( 5/ 5)          Used  
824          0.98    0.31     ( 5/ 5)          Used  
825          0.49    0.18     ( 5/ 5)          Used  
826          1.14    0.86     ( 3/ 5)          Used -
827          0.37    0.16     ( 3/ 5)          Used  
828          0.29    0.13     ( 3/ 5)          Used  
829          1.37    1.15     ( 5/ 5)          Used -
830          0.63    0.39     ( 5/ 5)          Used  
831          1.00    0.30     ( 5/ 5)          Used  
832          1.32    0.59     ( 5/ 5)          Used -
833          1.56    0.60     ( 5/ 5)          Used -
834          7.82    6.68     ( 3/ 5)          Used -
835         12.76   12.27     ( 2/ 5)          Used -
836          1.67    0.98     ( 5/ 5)          Used -
837          0.91    0.19     ( 5/ 5)          Used  
838          0.93    0.65     ( 5/ 5)          Used  
839          0.41    0.27     ( 5/ 5)          Used  
840          0.47    0.22     ( 5/ 5)          Used  
841          0.83    0.38     ( 5/ 5)          Used  
842          0.79    0.38     ( 5/ 5)          Used  
843        113.36   92.13     ( 3/ 5)          Used -
844          0.28    0.11     ( 5/ 5)          Used  
845          0.48    0.28     ( 5/ 5)          Used  
846          0.85    0.54     ( 5/ 5)          Used  
847          0.47    0.16     ( 5/ 5)          Used  
848          0.52    0.51     ( 5/ 5)          Used  
849          2.11    0.99     ( 5/ 5)          Used -
850          0.32    0.14     ( 5/ 5)          Used  
851          0.91    0.90     ( 3/ 5)          Used  
852          0.40    0.18     ( 5/ 5)          Used  
853           n/a     n/a     ( 0/ 5)     Discarded +
854          1.76    0.89     ( 5/ 5)          Used -
855          0.37    0.25     ( 5/ 5)          Used  
856          9.25    7.24     ( 5/ 5)          Used -
857          0.38    0.34     ( 5/ 5)          Used  
858          1.15    0.77     ( 5/ 5)          Used -
859          1.09    0.79     ( 5/ 5)          Used -
860          0.61    0.53     ( 5/ 5)          Used  
861          0.96    0.88     ( 5/ 5)          Used  
862          0.48    0.27     ( 5/ 5)          Used  
863          1.49    1.69     ( 4/ 5)          Used -
864          0.37    0.29     ( 5/ 5)          Used  
865          0.38    0.16     ( 5/ 5)          Used  
866          0.26    0.13     ( 5/ 5)          Used  
867        108.48   81.20     ( 3/ 5)          Used -
868          0.70    0.35     ( 5/ 5)          Used  
869          0.47    0.21     ( 5/ 5)          Used  
870          0.93    0.58     ( 5/ 5)          Used  
871          0.76    0.72     ( 5/ 5)          Used  
872          0.44    0.17     ( 5/ 5)          Used  
873          3.96    7.25     ( 5/ 5)          Used -
874          5.54    9.12     ( 5/ 5)          Used -
875          0.25    0.07     ( 5/ 5)          Used  
876          0.61    0.28     ( 5/ 5)          Used  
877          3.05    2.78     ( 5/ 5)          Used -
878          0.98    0.48     ( 5/ 5)          Used  
879          0.26    0.12     ( 5/ 5)          Used  
880         14.83   12.83     ( 5/ 5)          Used -
881          0.98    0.72     ( 5/ 5)          Used  
882          1.15    0.57     ( 5/ 5)          Used -
883          0.38    0.14     ( 5/ 5)          Used  
884          0.41    0.12     ( 5/ 5)          Used  
885        116.16   92.16     ( 5/ 5)          Used -
886          1.45    0.66     ( 5/ 5)          Used -
887          0.35    0.17     ( 5/ 5)          Used  
888          0.29    0.08     ( 5/ 5)          Used  
889          2.60    1.61     ( 5/ 5)          Used -
890          1.03    0.91     ( 5/ 5)          Used -
891          0.44    0.19     ( 5/ 5)          Used  
892          0.53    0.33     ( 5/ 5)          Used  
893          2.18    1.26     ( 5/ 5)          Used -
894          0.22    0.07     ( 5/ 5)          Used  
895          0.66    0.45     ( 5/ 5)          Used  
896          0.61    0.67     ( 5/ 5)          Used  
897          0.81    0.55     ( 5/ 5)          Used  
898          0.38    0.09     ( 5/ 5)          Used  
899         19.69   13.92     ( 3/ 5)          Used -
900          9.12    9.05     ( 4/ 5)          Used -
901          2.51    1.85     ( 3/ 5)          Used -
902          0.38    0.15     ( 5/ 5)          Used  
903          0.31    0.12     ( 5/ 5)          Used  
904          0.46    0.18     ( 5/ 5)          Used  
905          3.65    2.74     ( 5/ 5)          Used -
906          4.76    5.89     ( 5/ 5)          Used -
907          0.66    0.74     ( 5/ 5)          Used  
908          0.55    0.28     ( 5/ 5)          Used  
909          0.96    0.59     ( 5/ 5)          Used  
910          0.20    0.10     ( 5/ 5)          Used  
911          0.57    0.35     ( 5/ 5)          Used  
912          3.86    6.47     ( 5/ 5)          Used -
913          0.39    0.17     ( 5/ 5)          Used  
914          0.53    0.36     ( 5/ 5)          Used  
915          0.74    0.42     ( 5/ 5)          Used  
916          0.67    0.30     ( 5/ 5)          Used  
917          1.07    0.78     ( 5/ 5)          Used -
918          0.74    0.32     ( 5/ 5)          Used  
919          0.25    0.06     ( 5/ 5)          Used  
920          0.51    0.42     ( 5/ 5)          Used  
921          0.68    0.50     ( 3/ 5)          Used  
922          0.59    0.31     ( 5/ 5)          Used  
923          0.76    0.47     ( 5/ 5)          Used  
924          1.27    0.60     ( 5/ 5)          Used -
925          3.94    2.58     ( 5/ 5)          Used -
926          1.34    0.59     ( 4/ 5)          Used -
927          2.13    1.58     ( 5/ 5)          Used -
928          0.43    0.26     ( 5/ 5)          Used  
929        147.58   18.24     ( 2/ 5)          Used -
930          0.53    0.36     ( 3/ 5)          Used  
931          0.17    0.08     ( 5/ 5)          Used  
932          0.79    0.42     ( 5/ 5)          Used  
933          0.33    0.15     ( 5/ 5)          Used  
934          0.39    0.22     ( 5/ 5)          Used  
935         67.76   64.45     ( 3/ 5)          Used -
936          0.49    0.12     ( 5/ 5)          Used  
937          0.54    0.29     ( 5/ 5)          Used  
938          2.21    1.33     ( 5/ 5)          Used -
939          0.44    0.18     ( 5/ 5)          Used  
940          0.26    0.09     ( 5/ 5)          Used  
941          1.31    0.81     ( 5/ 5)          Used -
942          0.28    0.21     ( 5/ 5)          Used  
943          0.99    0.96     ( 5/ 5)          Used  
944          0.39    0.25     ( 5/ 5)          Used  
945          0.62    0.59     ( 5/ 5)          Used  
946          0.48    0.28     ( 5/ 5)          Used  
947          6.52    6.40     ( 4/ 5)          Used -
948         87.36   79.62     ( 5/ 5)          Used -
949          0.32    0.19     ( 5/ 5)          Used  
950          0.17    0.05     ( 3/ 5)          Used  
951          0.85    0.56     ( 5/ 5)          Used  
952          0.69    0.37     ( 4/ 5)          Used  
953          1.72    1.21     ( 4/ 5)          Used -
954          1.16    1.02     ( 5/ 5)          Used -
955          0.75    0.70     ( 5/ 5)          Used  
956          0.85    0.31     ( 5/ 5)          Used  
957          0.85    0.70     ( 5/ 5)          Used  
958          2.87    1.62     ( 4/ 4)          Used -
959          0.30    0.18     ( 4/ 4)          Used  
960          0.51    0.46     ( 4/ 4)          Used  
961          0.64    0.11     ( 4/ 4)          Used  
962          0.46    0.09     ( 4/ 4)          Used  
963          0.51    0.15     ( 4/ 4)          Used  
964          0.36    0.14     ( 4/ 4)          Used  
965          1.02    0.45     ( 4/ 4)          Used -
966          0.67    0.42     ( 4/ 4)          Used  
967          1.48    1.21     ( 4/ 4)          Used -
968          0.53    0.23     ( 4/ 4)          Used  
969          5.58    3.45     ( 4/ 4)          Used -
970          0.31    0.24     ( 4/ 4)          Used  
971          1.01    0.83     ( 4/ 4)          Used -
972          0.22    0.06     ( 3/ 4)          Used  
973          3.94    3.69     ( 3/ 4)          Used -
974          0.57    0.27     ( 3/ 4)          Used  
975          5.27    4.11     ( 3/ 4)          Used -
976        167.90   38.81     ( 2/ 4)          Used -
977          0.41    0.44     ( 4/ 4)          Used  
978          0.73    0.83     ( 4/ 4)          Used  
979          0.40    0.28     ( 4/ 4)          Used  
980          2.36    1.79     ( 4/ 4)          Used -
981          6.16    5.24     ( 4/ 4)          Used -
982          1.83    0.70     ( 4/ 4)          Used -
983          0.94    0.35     ( 4/ 4)          Used  
984          0.39    0.08     ( 4/ 4)          Used  
985          0.44    0.18     ( 4/ 4)          Used  
986          3.86    1.40     ( 4/ 4)          Used -
987         14.29   17.21     ( 3/ 4)          Used -
988          0.89    0.72     ( 4/ 4)          Used  
989          0.38    0.22     ( 4/ 4)          Used  
990          0.66    0.46     ( 4/ 4)          Used  
991          0.52    0.29     ( 4/ 4)          Used  
992          0.68    0.35     ( 4/ 4)          Used  
993          1.59    0.92     ( 4/ 4)          Used -
994          0.88    0.47     ( 4/ 4)          Used  
995          0.56    0.09     ( 4/ 4)          Used  
996          0.43    0.26     ( 4/ 4)          Used  
997          7.54   11.74     ( 4/ 4)          Used -
998          0.42    0.38     ( 4/ 4)          Used  
999          0.30    0.16     ( 4/ 4)          Used  
1000         0.77    0.17     ( 4/ 4)          Used  
1001         1.75    1.60     ( 2/ 4)          Used -
1002         0.68    0.34     ( 4/ 4)          Used  
1003         0.50    0.30     ( 4/ 4)          Used  
1004         0.22    0.10     ( 4/ 4)          Used  
1005         0.29    0.17     ( 4/ 4)          Used  
1006         0.64    0.48     ( 4/ 4)          Used  
1007         5.09    4.30     ( 4/ 4)          Used -
1008         0.54    0.11     ( 4/ 4)          Used  
1009         0.46    0.11     ( 4/ 4)          Used  
1010         0.35    0.16     ( 4/ 4)          Used  
1011         8.64    8.06     ( 4/ 4)          Used -
1012         1.71    1.12     ( 4/ 4)          Used -
1013         0.36    0.12     ( 4/ 4)          Used  
1014         1.66    1.61     ( 4/ 4)          Used -
1015         0.84    0.62     ( 4/ 4)          Used  
1016         0.31    0.09     ( 4/ 4)          Used  
1017         0.25    0.07     ( 4/ 4)          Used  
1018         0.93    0.90     ( 4/ 4)          Used  
1019         0.34    0.10     ( 4/ 4)          Used  
1020         0.40    0.19     ( 3/ 4)          Used  
1021         0.29    0.12     ( 4/ 4)          Used  
1022         0.58    0.33     ( 4/ 4)          Used  
1023         0.81    0.48     ( 4/ 4)          Used  
1024         0.39    0.29     ( 4/ 4)          Used  
1025         0.30    0.23     ( 4/ 4)          Used  
1026         0.81    0.89     ( 4/ 4)          Used  
1027         0.36    0.21     ( 4/ 4)          Used  
1028         0.60    0.27     ( 4/ 4)          Used  
1029         0.99    0.81     ( 4/ 4)          Used  
1030         0.22    0.09     ( 4/ 4)          Used  
1031         0.76    0.80     ( 4/ 4)          Used  
1032         0.35    0.23     ( 4/ 4)          Used  
1033         0.65    0.20     ( 4/ 4)          Used  
1034         3.32    2.13     ( 4/ 4)          Used -
1035         0.26    0.10     ( 4/ 4)          Used  
1036         0.59    0.20     ( 4/ 4)          Used  
1037         0.94    1.02     ( 4/ 4)          Used  
1038         0.31    0.13     ( 4/ 4)          Used  
1039         3.04    3.35     ( 4/ 4)          Used -
1040         2.80    2.07     ( 4/ 4)          Used -
1041         0.53    0.32     ( 3/ 4)          Used  
1042         0.51    0.17     ( 4/ 4)          Used  
1043         0.39    0.19     ( 4/ 4)          Used  
1044         1.41    0.78     ( 4/ 4)          Used -
1045         0.42    0.27     ( 4/ 4)          Used  
1046         0.31    0.10     ( 4/ 4)          Used  
1047         0.51    0.16     ( 4/ 4)          Used  
1048         0.77    0.78     ( 4/ 4)          Used  
1049         0.64    0.39     ( 3/ 4)          Used  
1050         0.34    0.16     ( 3/ 4)          Used  
1051         1.00    0.99     ( 3/ 4)          Used  
1052         0.29    0.18     ( 3/ 4)          Used  
1053        10.63    7.54     ( 3/ 4)          Used -
1054         6.17    5.90     ( 4/ 4)          Used -
1055         2.36    3.31     ( 4/ 4)          Used -
1056         1.17    0.69     ( 4/ 4)          Used -
1057         1.57    1.52     ( 4/ 4)          Used -
1058         1.01    0.86     ( 4/ 4)          Used -
1059         0.59    0.61     ( 4/ 4)          Used  
1060         1.27    1.17     ( 4/ 4)          Used -
1061         0.55    0.11     ( 4/ 4)          Used  
1062         4.61    5.39     ( 3/ 4)          Used -
1063         5.25    1.58     ( 3/ 4)          Used -
1064       239.38   12.91     ( 2/ 4)          Used -
1065        11.34    8.99     ( 3/ 4)          Used -
1066         1.31    1.19     ( 3/ 4)          Used -
1067         0.38    0.16     ( 4/ 4)          Used  
1068         0.13    0.07     ( 4/ 4)          Used  
1069         0.66    0.41     ( 4/ 4)          Used  
1070         0.15    0.04     ( 4/ 4)          Used  
1071         0.29    0.06     ( 4/ 4)          Used  
1072         0.46    0.37     ( 4/ 4)          Used  
1073         0.79    0.51     ( 4/ 4)          Used  
1074         1.00    0.48     ( 4/ 4)          Used -
1075         0.23    0.14     ( 4/ 4)          Used  
1076         0.39    0.31     ( 4/ 4)          Used  
1077         7.65    6.22     ( 3/ 4)          Used -
1078         0.58    0.43     ( 4/ 4)          Used  
1079         1.68    0.99     ( 4/ 4)          Used -
1080         0.72    0.63     ( 4/ 4)          Used  
1081         0.18    0.07     ( 4/ 4)          Used  
1082         3.85    4.35     ( 4/ 4)          Used -
1083         0.71    0.40     ( 4/ 4)          Used  
1084       131.17   75.50     ( 4/ 4)          Used -
1085       165.01   80.58     ( 4/ 4)          Used -
1086         0.76    0.32     ( 4/ 4)          Used  
1087         0.15    0.11     ( 4/ 4)          Used  
1088         0.52    0.45     ( 4/ 4)          Used  
1089         0.57    0.15     ( 4/ 4)          Used  
1090         2.01    1.29     ( 4/ 4)          Used -
1091         1.77    2.04     ( 4/ 4)          Used -
1092         1.06    0.85     ( 4/ 4)          Used -
1093         5.81    4.61     ( 4/ 4)          Used -
1094         0.22    0.05     ( 4/ 4)          Used  
1095         0.76    0.52     ( 4/ 4)          Used  
1096         1.37    0.61     ( 4/ 4)          Used -
1097         0.43    0.12     ( 4/ 4)          Used  
1098         0.51    0.37     ( 4/ 4)          Used  
1099         1.30    1.10     ( 4/ 4)          Used -
1100         0.30    0.20     ( 4/ 4)          Used  
1101        13.51   22.14     ( 4/ 4)          Used -
1102         0.60    0.26     ( 4/ 4)          Used  
1103         4.25    2.89     ( 4/ 4)          Used -
1104         0.49    0.17     ( 4/ 4)          Used  
1105         0.78    0.44     ( 4/ 4)          Used  
1106         0.60    0.49     ( 4/ 4)          Used  
1107         0.42    0.35     ( 4/ 4)          Used  
1108         0.30    0.20     ( 4/ 4)          Used  
1109         0.34    0.08     ( 4/ 4)          Used  
1110       118.84   84.98     ( 3/ 4)          Used -
1111         0.22    0.15     ( 4/ 4)          Used  
1112         0.37    0.10     ( 4/ 4)          Used  
1113         0.42    0.12     ( 4/ 4)          Used  
1114         0.55    0.28     ( 4/ 4)          Used  
1115         0.21    0.14     ( 4/ 4)          Used  
1116         1.14    0.89     ( 4/ 4)          Used -
1117         0.33    0.29     ( 4/ 4)          Used  
1118         0.46    0.26     ( 3/ 4)          Used  
1119         4.94    6.62     ( 3/ 4)          Used -
1120         9.96    9.55     ( 4/ 4)          Used -
1121         1.98    1.72     ( 3/ 4)          Used -
1122         4.56    4.67     ( 4/ 4)          Used -
1123         0.82    0.58     ( 4/ 4)          Used  
1124         1.19    0.56     ( 4/ 4)          Used -
1125         0.53    0.50     ( 4/ 4)          Used  
1126         0.36    0.09     ( 4/ 4)          Used  
1127         1.91    2.25     ( 4/ 4)          Used -
1128         0.41    0.18     ( 4/ 4)          Used  
1129         0.61    0.37     ( 3/ 4)          Used  
1130         0.98    0.45     ( 2/ 4)          Used  
1131         0.35    0.32     ( 4/ 4)          Used  
1132        17.33    2.80     ( 2/ 4)          Used -
1133         0.64    0.41     ( 4/ 4)          Used  
1134         0.21    0.08     ( 4/ 4)          Used  
1135         0.45    0.27     ( 4/ 4)          Used  
1136         0.52    0.23     ( 4/ 4)          Used  
1137         0.31    0.03     ( 4/ 4)          Used  
1138         0.36    0.13     ( 4/ 4)          Used  
1139         0.61    0.35     ( 4/ 4)          Used  
1140         0.34    0.29     ( 4/ 4)          Used  
1141         0.16    0.11     ( 2/ 4)          Used  
1142         0.48    0.24     ( 4/ 4)          Used  
1143         0.44    0.37     ( 4/ 4)          Used  
1144         0.84    0.77     ( 4/ 4)          Used  
1145         0.42    0.25     ( 4/ 4)          Used  
1146         0.37    0.19     ( 4/ 4)          Used  
1147         0.37    0.14     ( 4/ 4)          Used  
1148         0.41    0.25     ( 4/ 4)          Used  
1149         0.50    0.43     ( 4/ 4)          Used  
1150         0.53    0.26     ( 4/ 4)          Used  
1151         0.28    0.09     ( 4/ 4)          Used  
1152         0.26    0.08     ( 4/ 4)          Used  
1153         0.43    0.34     ( 4/ 4)          Used  
1154         1.16    0.74     ( 4/ 4)          Used -
